title,view_count,word_count
2018六月，台北酒店KTV消費報價,55676,2412
【愛‧旅行】南投溪頭怎麼玩,790523,6992
挽回的黃金期：(一) 分手前期 (上),292945,3187
【男生最討厭女生什麼樣的行為？33個男人吐露出的心酸真相！】讀後平反感想。,134559,12014
[兩性] 測過都說神準！ 你是 S 還是 M ？ ψ( ‵▽’)ψ,260849,2934
好男人與壞男人面相~☆,315038,8695
【超實用小教學】筆電無法啟動該怎麼辦?,236256,1162
雙子的唯一禁忌,118151,2111
老公喂我吃了春藥之后,161391,324
"如何知道對方喜歡你[續]- 對你""有興趣""的10大徵兆",637796,2993
銀樓老闆不會告訴你的10件事,137234,2483
[韓文] 一起來學韓文 ♥ 自學心得分享,589285,8869
【台南按摩-分享】|臉部保養| |身體保養| 感恩月份就帶媽咪到《雅緹斯美容美體舒壓》熱力魔手消脂刮痧寵愛一下吧!!!,447,1498
眼皮跳-占卜,158838,2647
【自己嚇自己的拔牙體驗】34歲拔了2顆智齒的心得感想,65773,2494
要追天秤女ㄉ 看這拉!!,149259,1173
掌握關鍵的受孕時機─排卵期,683329,3518
Perrine的減肥記事～防彈咖啡＋低醣飲食,93066,4204
旅遊足跡 | 你去過哪些國家呢？建立自己的旅遊地圖吧:),7933,563
(轉)如何培養和女生的聊天技巧和幽默感~,529119,4383
彼岸花的花語是什麼?,134793,363
大麥茶有6大功效 但4個時間不能喝,110139,1372
把握三個時間，撩撥女人的性慾，讓她更想要,662,552
【性感影集】圖解經典2D動畫，男女性愛動態圖教學，讓你一看就會。,174724,6085
【婚姻】另一半外遇？該提告通姦？侵害配偶權？,0,2573
「閒聊」蜘蛛是很可愛的益蟲，喇牙很萌。,141393,1442
我家日立冷氣漏水滴水了！維修筆記之持家好難...,13965,5699
花若盛開蝴蝶自來 人若精彩天自安排  莫管花開莫問蝶來  人生彩繪何庸安排,15860,1218
請你跟我這樣做，如果你要追處女座,80371,3408
【開箱文】關於卵磷脂的推薦、比較,209489,2114
關於龍山寺拜月老,361810,1654
較為聞名於世的11種蜚蠊(蟑螂)介紹~@@,123290,2282
最傷感的動聽歌曲100首..,216606,13744
【KYMCO-光陽】VJR 125 雙碟版 ABS-小紅-史上最靈巧的125 報到了,17023,9144
「曾經滄海難為水，除卻巫山不是雲。取次花叢懶回顧，半緣修道半緣君。」(轉載),84034,2989
【信用卡】小資新鮮人辦卡分享,188070,5788
如何讓妳的男人回來（任何星座適用）前篇,238786,4362
獅子男大哉問,227848,3612
『超實用！』中部地區前往桃園國際機場交通方式 【台中、彰化】,198993,2717
如果男朋友對妳太吝嗇,147645,3472
【日常】少女愛情動慢推薦part1,123660,2855
請假文  ((哭哭 又要請假,38,266
恐怖情人判別法,43970,3510
[分享] 我的房仲生活（I）- 進入仲介圈,68034,2996
*像個孩子的魔羯座*,445718,6642
ONE OK ROCK - Wherever you are  『附中文歌詞+羅馬拼音』,4443,2073
~~闌尾炎手術全記錄~~,50001,2658
淺談卡方檢定,22325,3940
Hello 我的雞眼,66451,2340
第一次裝潢的慘痛經驗,56252,4839
台灣好幾家網拍需要注意的優劣，翻白眼的消費經驗(更新),74245,4858
分手後，你/妳不該做的幾件事,18998,2420
化妝品保養品製造日期保存期限辨識,303215,10240
【裝修】誰說小浴室不能乾溼分離！？整修浴室爸爸自己來！,117217,3093
我中A型流感 (流感症狀：發燒頭痛痠痛),201692,2001
行到水窮處，坐看雲起時,18381,2366
【圓夢天使】我20歲我捐卵 你我都該知道的 心得分享（文長）,73575,9252
《愛情一點通》他其實沒那麼喜歡你：愛情訊號大解密,94316,4361
男生約炮時絕對不能做的五件事,1126,1952
"孕婦飲食,懷孕禁忌食物(附加個人心得，僅供參考！)",119702,7297
 我的生命靈數很準很嚇人很玄又神祕,0,10082
塔羅占卜:目前周遭有正桃花了嗎？,30825,2194
交女朋友最實實在在的方法,93520,4455
你知道什麼是「第二者」嗎?,2381,772
正顎日記:正顎與矯正的相關費用,77235,2206
[個人心得]開始生酮飲食(入門),14816,2821
四招帶你克服失戀（獨創秘招！）,32061,1970
[生活] 減肥日記，無澱粉的大吃大喝減肥法（二星期約3kg喔~),108821,2351
完美的結局!<現在 很想見你!,10000,1079
紫微斗數看感情三 姻緣早來的命盤判斷法,97322,4308
2017年三月成功嶺教召7天,10964,1679
[分享] android換ios系統line 對話紀錄備份  iPhone 換手機  iphone line,0,706
家中有隻喇牙 又回來了,631,1111
2018/Day 154. 相較起來老母真的是愚婦.,37,846
購物❤淘寶小問題-退款到底去哪了?,63669,1663
暑假要精采豐富，一定要做這9件事！,6505,1424
台中推薦中醫診所,40263,2434
聽說 與 收到體檢通知後的Q&A,28516,2503
《新師傅登場》,2761,476
[正顎手術] 四天三夜手術心得 DAY 01~03,3070,4877
花語錄~很多要有耐心看喔♥,66224,4507
22種在家工作的方法總整理,4434,2453
產後腹女的真實心聲第二集：胖成這樣像話嗎??,36480,1655
廉航便宜機票必中攻略！,38238,2921
第一次參加喪禮就上手,45869,4342
 去整骨的詳細過程,75214,1876
[薪事] 該怎麼開口談薪水,116790,5308
[網路交友五] 國際網路交友的詐騙客特徵 ,70931,2206
