title,view_count,word_count
"<請你跟我這樣拜>拜門口教您如何拜""地基主""！",157219,792
《台北。文昌宮》考生必讀篇～捷運雙連站的「文昌帝君」！超靈驗！,80557,991
入宅方法與禁忌,262020,5367
[HELLO CC TAROT] 塔羅測驗-「暗戀中的他也喜歡我嗎？」,20676,1613
太陽加月亮星座看你性格特徵（很準）,5245,65465
岡山協和宮~正派問事大廟，隨喜添油香,3412,1163
紫微斗數線上免費命盤解析,383852,85
塔羅占卜 你最近有沒有機會轉換到比現在工作更好發展性的工作??,33750,1914
與天秤男交往之常見問題釋疑,124876,1237
[性格]研究人類圖第四步-36條通道,100701,3020
成為雙子女的另一半入門手冊。,187521,3367
佛教如來宗 紫衣人的真實告白?,597698,3591
愛情塔羅占卜：前世今生印記－感情篇,7858,1699
獅子座男喜歡一個女人會有怎麼的表現跟舉動,22898,1235
恐怖喔~靠北的準~,40769,1865
月亮在水瓶座,58224,1519
你相信這些東西嗎？,392384,5179
{愛情心理測驗】你適合和什麼類型的人在一起？,27862,2471
【塔羅占卜】未來情人近期會出現嗎？,41743,2383
如何辨認真假乩童,79584,2490
PTT Marvel版 經典靈異文章精選,177432,10063
十二星座vs.慾望男女 牡羊男,81609,2271
聚寶盆的秘密,135436,3052
死者見到親人為何會出血？,3029,928
乩童跟靈乩是一樣的嗎？ 如果不是，他們有什麼不同？,8067,2878
最新- 2018 土狗年藏曆公曆對照吉祥日,26499,25944
電鍋白煮蛋，白煮蛋不爆蛋有小秘訣唷！！！,196269,1623
由「借屍還魂」一事進而驗證的驚人事實！,25230,2368
[星座] 星座命盤,4976,4162
心理測驗~心儀的他/她是否喜歡你,74731,2237
[轉] 耳鳴吉凶預兆占卜法,62937,734
【囍】喜事通通撞在一起~三個月內不能參加別人的婚禮?,138870,2534
乩童的告白,17450,1656
啟攅(撿金)與吉葬進塔簡述 ,15055,5993
慈悲的觀音化身：綠度母的功德及介紹,56849,3388
[求職] 拜拜就去行天宮~ 信恩主公得好工作(認真)！,92015,3895
海濤法師：準提神咒是求菩薩助你心想事成，就像摩尼如意寶珠,102089,3221
[簡訊賺錢]MCMONEY 自動收簡訊賺錢 只能PAYPAL出金 每天穩定的有簡訊進來的 真的很簡單,2938,706
超神準～哈佛心理測驗,18821,2184
【我們都是雙魚座】（上）,36319,2336
功能齊全的真正免費算命,42756,455
土象星座的本質性格: 金牛座、處女座、魔羯座,11969,3871
【占卜】戀愛透視鏡：他/她的心裡有沒有我？,182161,1280
獅子座的戀愛觀,27529,4464
了解8號人的性格,61082,3488
輕鬆學會生命靈數(轉),32960,8590
分手的他 現在對我是什麼想法?,18425,2110
六字大明咒是治病降魔除障化煞妙方,0,3883
MBTI 性格分類 : INTJ 的分析 ( 專家型 ),42328,1984
12星座的戀愛弱點,167088,13401
念大明咒(觀音心咒)的好處,109893,3972
喉嚨很乾痛,80489,1492
塔羅牌所說的訊息，比你想像的還多！,15092,3009
與月亮魔羯 長久穩定的相處之道,45386,2867
紫微斗數之夫妻宮吉凶,0,4201
簡易D.I.Y.斬桃花妙法,54187,2357
