title,view_count,word_count
[2018 英國倫敦] 購物必買清單。香水、茶葉、果醬、餅乾、觀光伴手禮/紀念品/名牌推薦大全,569529,5735
(台東 輕旅行)2018 鹿野高台熱氣球(票價/交通管制/活動內容/日程)要注意賽事時間無繫留!!,388950,5020
[購物] 2018日本郵局限定版-龍貓TOTORO托特包/束口袋又來了! 大中小尺寸~近期有去日本的朋友快去搶購吧!,6507,1159
【韓國必買伴手禮】2018韓國超市最新泡麵、零食餅乾、KANU孔劉咖啡、辣雞泡麵、秀美松露洋芋片、雜菜冬粉、漂浮兔兔棉花糖可可粉|樂天超市、emart、Home plus推薦清單|附韓國退稅級距表、明洞超市折價券,853925,9983
大阪【行程】大阪自由行5日4夜精華遊 - 行程規劃懶人包 2018,477964,7125
"*台北好玩旅遊*26條一日遊路線推薦,爬山,踏青,郊遊,美食,古蹟,逛街,親子,雨天景點等(含新北市)",924408,16209
台灣護照新申辦｜2018最新！新辦「中華民國晶片護照」所需資料，旅行社代辦要準備什麼？自己辦也好簡單！,182288,1793
【台中好好玩PART 5】2018台中最新景點走拍/台中必遊五大景點/台中必吃三大美食/2018台中旅遊景點推薦,126942,4092
信用卡》2018年24家刷卡機場接送優惠/免費機場接送總整理(推薦好讀表格版),494010,9310
《桃園景點》桃園一日遊推薦，不藏私懶人包 (持續更新2018/04/25),2052900,33306
【HELLO！京阪神】新手必看~2018年大阪京都神戶自由行總行程彙整＆行程規劃＆注意事項懶人包（包含大阪京都神戶小介紹／機場交通／大阪周遊卷／住宿訂房／交通地圖／參考網站書籍／優惠券／必買零食泡麵飲料／關西機場必買伴手禮／必買美妝等）持續更新中,2491118,27694
[台中景點推薦] (2018.4更新) 11個海線景點、26個市區景點*超詳細介紹！,2687312,12959
【隨身行李篇】哪些東西不能帶上飛機呢？液體、膠狀及噴霧類物品或相機腳架要攜帶上飛機可以嗎？,1462217,2432
出國行李清單、行李攜帶規定及行李打包技巧,544490,5288
精選小琉球二天一夜★小資女/家庭客精省暢遊指南,86163,3213
0529 食尚玩家 搭公車就能到！台中超高調美食 就要醬玩,384,650
【宜蘭景點】2018宜蘭伯朗大道，詳細地址、交通資訊與停車地點，還有熱氣球嘉年華票價與乘坐時間大公開。,1156,3553
《2018北部景點推薦懶人包》 拍照來這裡就對了！發掘IG打卡秘境,182449,4899
2018造橋南瓜節 龍昇社區南瓜隧道 大潭湖畔輕旅行｜ 苗栗景點 龍昇湖,5335,1562
【2018東京自由行】名代宇奈とと鰻魚飯 / CP值超高一碗只要日幣500元 / 文末附上各分店連結,1229,2637
【日本必買】大阪京都買不停戰利品大集合(藥妝篇),31784,4986
【梅花梯田親子露營區】怕熱的快快看過來 ! 超瘋狂冷泉SPA噴水池.戲水池/大型遊樂器/戲沙池  何師父LOVE露營 芬多精滿溢叢林天堂 月落銀河滿天星芒 NO:274露,5167,3967
【韓國。換錢】2018最新版：怎麼換韓幣最划算 + APP推薦(每天更新匯率),69541,2415
台中旅遊景點懶人包~一日遊、二日遊行程推薦和拍照打卡點（2018更新）,7572790,17884
2018台北、新北、基隆(大台北、北北基)必去景點！踩點IG、FB的熱門打卡景點！無車族、靠著大眾交通工具也可以玩遍北北基！(努力持續新增中...),210041,7416
【台南】2018最新！台南市區一日遊 經典行程&必吃美食推薦. 走路+腳踏車玩遍經典台南火車站附近景點,225827,5985
電腦版-Agoda優惠折扣碼,1139,717
【英國倫敦】戰利品篇l：超市必買&伴手禮清單推薦,156048,5667
【澎湖】當地人不想告訴你的必吃50家美食清單、必玩景點,447190,8533
行李箱推薦尺寸、大小、規格挑選,175058,2300
【澎湖自由行】澎湖三天兩夜行程規劃(含住宿、租車、費用統計)+雲雀民宿 KKDAY澎湖在地旅遊 澎湖民宿推薦 花火節,463813,4793
{夜生活} 台中按摩 奢華系 養身會館  全攻略推薦 24h/深夜/半夜 中式按摩 ,321630,8692
一個人去旅行｜台北信義區住宿推薦．窩工作旅店101館 NT600/人交通方便/捷運站/夜市/逛街,282,3681
[巴黎自助懶人包] 巴黎自助行程攻略，巴黎景點/美食/購物/交通/住宿推薦/行程規劃總整理,2882,8813
【泰國｜曼谷】世界最大紅燈區 Nana Plaza 進去酒吧體驗不消費可以嗎 ? 禁忌&收費&步驟大蒐秘！,64534,5751
2018高雄旅遊景點新玩法。高雄一日遊路線推薦。捷運美食帶你玩轉高雄,89023,8552
◎【日本(2018-春季) 7-11、全家FamilyMart必買攻略】春季限定新發售～這些、那些...通通買不後悔！,118325,8225
台南|| 安平老街美食 在地人推薦必吃牛肉湯 阿財牛肉湯 牛肉鮮嫩 湯頭鮮美 ,92,3609
【醫藥】武田合利他命強效錠EX PLUS，有效緩解眼睛疲勞、肩/頸僵硬、腰/背酸痛等症狀，日本製造原裝進口，台灣購買有保障,398768,4192
[2018最新] 巴黎瑪黑區必去 TOP 12,16049,3321
2018.05.24更新-吃喝玩樂訂票系統-KLOOK客路 & KKDAY 兩大比較介紹~含優惠碼、折扣券,138095,15138
【南投景點推薦】HOT！網友瘋狂熱搜！南投旅遊景點十大排行榜～,1226472,4151
【大台北十大夜景攻略(持續更新中)】夜景控快看 ★ 享受夜之美,60498,3861
倫敦必買的10樣東西 (2018.01 更新),456452,4497
【2018日本必買】TOP40超夯日本藥妝x零食x伴手禮價格大公開(附實用Excel檔)｜大阪必買｜機場免稅店,143337,5398
【 越南行程推薦-中越 】讓人意外超美的千年古都「會安」 x  有小吳哥窟之稱的世界遺産「美山」 ❤,700,4145
｜Disney Vacation Club｜DVC Time Share購買經驗與分享,1607,11798
2018澳洲必買伴手禮推薦：超市好好逛之澳洲零食、乳液、楓膠、星巴克杯…等伴手禮必買商品推薦，各種戰利品懶人包分享,103510,6037
2018年最新澳洲打工渡假簽證申請教學。完整圖解(2018年1月5日更新),823897,7507
【國外旅遊】中國大陸電壓、插座與轉接頭介紹。,84733,3048
【桃園住宿】桃園大溪笠復威斯汀度假酒店．有質感的渡假飯店，大球池、沙坑、滑水道，讓小孩失心瘋!,192989,8099
【菲律賓宿霧&薄荷島實用攻略】7天6夜行程懶人包(含住宿、費用、景點),38530,7710
2018日本東京自由行行程規劃攻略(史上最強東京自助推薦)旅遊規劃達人,2911146,17944
曼谷夜市：火車夜市拉差達Train Night Market Ratchada 好吃好逛好買 還有隱藏版夜景 含交通、營業時間資訊,107945,8324
【澳門自由行】2018澳門Top10攻略地圖、澳門必去景點、必吃美食推薦，附PDF檔！,264899,8070
最強日本九州自由行六天五夜行程表：福岡、長崎、熊本、由布院,605426,13066
【✈東京/大阪四季穿衣哲學】日本天氣如何?怎麼穿衣服?年度穿搭術這篇一次報告完畢！！,1089114,4411
【澎湖名產懶人包】干貝醬/鹹餅/黑糖糕/紅豆糕/冬瓜糕/花生酥/紫菜酥/花枝丸,103919,2922
八大行業是哪八種行業呢?,46263,1711
▌得體夫婦宿霧 ▌宿霧&薄荷島介紹 x 你不可不知的旅遊注意事項 (氣候/網路/換幣/行李/交通/自助or跟團),249194,8411
【法國巴黎7天6夜之旅】巴黎血拼清單♥必買品牌&零食&伴手禮大集合,518548,3349
[大阪] 黑門市場必吃。自助旅行必去景點|價格全紀錄|撿便宜小秘訣,772237,9826
【香港】香港自由行2018。最佳行程安排攻略參考必備 香港伴手禮景點美食懶人包  ,1096571,18898
【台北旅遊】台北景點一日遊！不開車就能玩透台北！,120822,5019
│宜蘭蘇澳│重返東澳粉鳥林漁港→阿滿姨小吃部→建華冰店,0,1750
[台中南屯區燒烤店] 燒肉眾-精緻炭火燒肉 /台中文心店 /吃到飽,195192,4521
2017-0107 桃園市復興區 低陸山,4132,7532
【台灣必買伴手禮】2018超市必買推薦清單。零食、餅乾、泡麵、水果啤酒、面膜、全聯甜點|家樂福、愛買、大潤發、全聯福利中心、頂好超市,180820,5627
【宜蘭羅東】最新版!羅東夜市~食尚玩家推薦必吃~美食地圖攻略懶人包(內有詳細地址+攤位號碼)~排隊人氣美食~旅行應援團介紹總整理(陸續更新),0,5965
【桃園機場停車資訊】出國停車注意看,191192,2301
2017宜蘭景點一日遊、二日遊旅遊景點推薦、宜蘭美食懶人包整理(2017/11月更新),723155,6515
【台北免費景點】17處台北市完全免費景點介紹|親子旅遊|情侶約會|看夜景看飛機|室內拍照好去處,143203,5136
【奧地利】維也納Vienna自助旅遊。景點住宿美食交通行程總規劃,161461,7890
【荷比法必買】法國必買精品&戰利品~香奈兒LV打七折不買可惜,290724,5701
QTIME-台北京站店(更新2018/03),124240,2443
【馬來西亞 購物】馬來西亞7大必買嚴選 紀念品+伴手禮(內含價格)。列入口袋名單 準備買回國 ♥ 自助旅遊自由行必知推薦,656170,5678
捷克．奧地利必買戰利品,389815,10682
2018 精選｜Top 20 泰國必買購物清單+曼谷3大必逛市集,50532,7106
"[清邁自由行]旅遊攻略,百貨夜市市集,美食咖啡廳,按摩,古城佛寺泰悠閒@Chiang Mai",732981,25147
【旅遊】香港自由行。跟我一起安排必勝行程攻略♥♥,496299,3940
京阪6天5夜自由行-大阪篇,98,1321
【散步地圖】澳門逛什麼//澳門本島10座特色教堂,6367,6659
【美國加洲．自由行】✈ ▌ 美國戰利品 《美國限定》(美國必買必敗♛) / 零食 / 私藏 / 手信 / 隱藏版 / 伴手禮,488920,15149
德國必買 | Balea安瓶/alverde天然安瓶♥貴婦級保養聖品dm篇!,173104,4572
[北部景點] 台北新北桃園新竹宜蘭景點一日遊懶人包  假日出遊景點推薦分享遊記,701649,1965
(宜蘭.礁溪)一日遊，美食23處+18景點+伴手禮,460211,2844
【台北。旅行攻略】淡水一日遊懶人包（背包窮遊攻略）。,221527,7822
【高雄旅遊】別再說出來玩住親子飯店好貴呀！『秝芯旅店』給你們溫馨親子回憶,0,1114
2016澳洲必買推薦-澳洲十大戰利品分享-其實超過了十樣，太多好推薦了,625901,3012
[東京迪士尼]13種護照+6種購買方式的購票攻略 2017.6.17更新,589227,14448
2018泰國必吃必買伴手禮&最新價格情報Big C/7-11/全家/TERMINAL 21),24707,3697
[教學]省錢必學 簡單讓你懂 海外刷卡 的 匯率換算 是如何運作的 ,0,2359
【東歐旅遊懶人包】奧地利 & 捷克必買清單！,263360,5552
酷航機票特價 台北飛東京/北海道/新加坡/首爾來回含稅$4千起、高雄飛大阪/新加坡來回含稅3~4千起，轉飛東南亞/印度/澳洲/雅典/柏林/夏威夷 含稅總價9千~1萬多起,0,3049
【基隆】如何到基隆?客運及火車介紹,49648,2205
○日本 2018沖繩自由行買到欲罷不能的戰利品，推薦必買藥妝、零食、保健食品,24782,6599
【出國前準備】不必透過旅行社，過期護照申換，其實很簡單,260391,1953
旅行 | 紐西蘭New Zealand - 南北島自由行13天行程表 / 自助景點分享 / 自駕環島路線 / 花費總覽,142298,7052
台南美食-台南嚴選15家餐廳同學聚會.公司聚餐懶人分享包 2018更新版!!,156031,2972
2018 小琉球新春景點-小琉球兩天一夜行程推薦-小琉球交通、景點、美食、行程、浮潛介紹,67368,3789
2018台中夜景懶人包》大台中俯瞰星光點點的城市夜景 動人夜色配上滿天星空 百萬夜景盡收眼底 大台中有那些浪漫約會的好去處呢【旅人狂潮@玩拍札記】,9954,3861
[旅遊]最新2018韓國釜山必逛必買-戰利品分享 南浦洞、西面地下街逛起來！｜It's Skin、Innisfree、The Saem等產品大開箱,11929,13695
《2017韓國首爾之旅》首爾自由行 D-4❤體驗韓國傳統~市場美食和汗蒸幕，以及購物趣~東大門&樂天超市｡,81,3846
（九份交通）九份怎麼去? 搭客運、計程車、火車轉公車 多條路線任你選 可搭配基隆、平溪、海科館行程 2017年12月更新,1219572,2957
【2017自助攻略】菲律賓宿霧薄荷島4天3夜自由行遊記-機票、住宿、美食懶人包(2萬教你如何豪華遊宿霧)-2017.11更新,335222,9161
2018 日本*大阪*遊記 - 大阪環球影城遊記分享，簡單心得＋設施介紹＋門票購票分享,18699,7455
【公主遊輪】藍寶石公主號‧日本沖繩石垣島四天三夜～家族親子旅遊首選！一生一定要體驗至少一次公主郵輪，永生難忘的美好時光！可向凱旋旅行社(巨匠旅遊)報名！(合作),0,12380
[馬爾地夫] 最浪漫的渡假天堂 (懶人包)。這樣安排省很大~,63614,5272
【高雄。景點攻略篇】玩轉高雄兩天一夜行程大推薦！讓我們安排一趟輕旅行，搭乘高捷、騎著單車輕鬆遊港都吧！(景點持續更新中),45743,13105
【泰國遊記】6996成人秀。真槍實彈性愛秀,184145,2665
2018/4/6-9環島行~<花蓮>偶遇的「蒸蒸日上」餐館，蒸餃食材新鮮又好吃！,31152,1779
【日本大阪景點】2018最新環球影城完整攻略.行前須知/交通方式/優惠門票/期間限定及一般快速通關/全新推出夜間奇觀遊行(附影片)/2018最新活動.帶長輩小孩如何玩遍環球影城/園區購物退稅,2099,18997
能登加賀屋--Day 1--金澤兼六園,178,6015
【馬來西亞】吃貨必遊！！！原來檳城那麼好玩～ 「檳城自助懶人包」,211171,17225
【廣宣】【台中美食】火焰烤鴨館.全聚德手法果木柴燒窯-柴火..六十多道上海、江浙、川菜等料理,2108,2722
【日本沖繩自由行】五天四夜行程安排總覽、租車分享,1147471,422
旅遊♡【日本九州】✈ ✰九州必買推薦!✰  藥妝、戰利品、伴手禮、零食懶人包總整理,261365,8483
紐西蘭 | 庫克山隱士飯店The Hermitage Hotel的Premium Plus房和Alpine Restaurant,225,5451
[旅遊] 韓國首爾戰利品必買分享 2017.09 便宜推薦 (更新心得),86350,7452
［馬來西亞］必買商品總整理。伴手禮 戰利品 紀念品 超市零食 買到翻掉的購物清單（持續更新中）,76748,7889
2017沖繩石垣島快閃半日遊&精選20景點地圖懶人包 (包車/自駕/藍寶石公主郵輪旅行),68262,5968
【2017澳洲必買】10大好物推薦 紀念品 保健食品木瓜霜 綿羊油 冰冰霜 pandora 超市零食 巧克力必吃,137990,7075
法國退稅,206095,7989
[生活][日本] Panasonic EH-NA99｜傳說中的奈米水離子吹風機開箱｜不只護髮還護膚？！｜日本家電開箱推薦,10275,2303
【宜蘭親子遊】蘭陽蟹莊。泰國蝦生態園區。泰國蝦養殖導覽、免費兒童釣蝦、下水撈蝦樂、創意泰國蝦料理。宜蘭新亮點!!泰國蝦也有觀光工廠啦!!!,79150,3721
我終於搞定「筋膜炎」了,396904,1953
『台北陽明山。The Top屋頂上』～無敵夜景／峇里島風景觀餐廳／文化大學後山,0,2255
＊旅遊＊踩點26個台中IG打卡熱門景點與美食。愛拍照絕不能錯過,153348,5482
小琉球真好玩(上)-湛藍海景美到爆！,125938,2435
【郵輪】盛世公主號 | 郵輪初體驗！登船流程資訊、陽台艙房介紹,22483,2609
日本必逛5大潮鞋店：atmos、BILLY'S、KICKS LAB、UNDEFEATED、Kinetics,349775,3122
【京都。旅】京都一日旅。推薦５條初心者路線～快來動手規劃屬於你自己的古都之旅吧！,134021,9337
新竹尖石鄉：上帝的部落。司馬庫斯。,408127,2105
"[航空]考空服員地勤,你的身高/年齡/學歷符合嗎?",160441,2162
台北｜什麼！？原來台北也有這種露營區『金山驛境』輕鬆來～露營去,16304,3963
2017荷蘭自由行必買必吃(1)戰利品篇,76104,4946
【新北市石碇】*蚯蚓坑*美的嚇死人/ 台灣21條跳水瀑布/溯溪/戲水熱門景點,7401,2894
<教學>微信支付的設定 (相信很多人都不會),454919,1585
[英國/機場攻略] London Gatwick Airport 倫敦蓋威克機場實用包,14527,7595
【曼谷資料庫】旅遊泰國曼谷可能會遇到的注意事項,232306,9915
"[沖繩] 不會游泳也可以開心到青の洞窟浮潛,海底世界美到不像話",296,3937
【宜蘭親子民宿】風清雅筑 有溜滑梯房、沙坑、電動車、戲水池、吊床、魚池與樹林庭院,907,6534
《台中景點》新社古堡莊園．彷彿置身歐洲的超好拍古堡花園,29467,2202
【日本旅遊】2017 日本大阪最新藥妝價格紀錄,98463,7046
日本機場免稅香煙日本國內香菸的差別在那裡,64270,1221
【訂票教學】香港快運 HKExpress 網上自助訂票三分鐘看懂~ 詳細圖文教學及訂票疑難問題集！,0,6628
沖繩自由行四天三夜行程+花費+實用資訊,77990,2491
♥Czech。買 ♥ 捷克有啥好買? 必買?,135994,3928
克羅埃西亞Croatia 自助旅遊全記錄,0,5430
【香港親子自由行】2018香港迪士尼樂園完整攻略懶人包~機場交通/香港上網遠遊卡/門票購買/FastPass/住宿飯店/簽證申請/怎麼去,59949,10749
泰國必吃小吃 路邊攤美食推薦 15種必吃泰國特色食物,46490,7622
泰國曼谷特殊體驗「抓龍筋」！無關情色還會痛的皇室古法按摩(附詳盡路線),13580,2352
【新北新店】銀河洞越嶺步道+【台北文山】樟樹樟湖環狀步道O型步道,3022,1697
【美加】10/10波士頓-自由之路(Freedom Trail)16個景點完食,30893,5482
台中旅遊美食懶人包｜台中IG：真心推薦台中一日、二日旅遊行程景點美食文字連結版，適合學生、情侶、親子旅遊皆適用！（2018/04更新）,2038672,5497
【懶人包】無車族就醬玩！靠大眾交通工具出遊趣/全台景點/大眾運輸/旅遊/行程,148269,8471
【台南】十鼓仁糖文創園區好玩又好拍！玩上一整天都不夠。 十鼓定幕劇、五分車、超大溜滑梯球池、逛展覽、還有廣大的戶外園區。,161123,2610
【日本。Outlet】東京近郊５大 Outlet 推薦 ～ 購物血拚看這裡,531875,8941
【越南開箱】便宜好買『首次越南旅遊必買手信』綠豆糕/夫妻糕/芒果乾/腰果/貓屎咖啡！,33111,3148
移民澳洲的所有方式，全都在這了！,67138,19188
【2017韓國必買平價服飾】男生女生首爾必逛商家總整理｜韓國人才不逛東大門(新增地圖攻略),161130,2534
從首爾站搭乘機場快線到仁川機場,53487,3472
【美食】【旅遊】土耳其必吃街邊料理 ＋ 伊斯坦堡 Rumist Cafe餐廳 ,0,1998
高雄浮宮漂浮SPA館：讓你了解＂SPA＂的真正涵義,10129,2369
【英國】愛丁堡 超高CP值景點懶人包,79988,5427
[韓國x美食] 首爾 梨大 火飯불밥 @ 當地平價必吃第一名！念念不忘的美味！,96845,3318
{珠海長隆國際海洋渡假區}橫琴關口@長隆企鵝酒店@帝企鵝餐廳@海洋王國,58116,5386
【雪莉的綠島記趣】綠島之旅--行前規劃(含預算、花費)、交通民宿篇,64876,3456
【大阪】Rinku Premium Outlets 再訪臨空城outlet~＊離關西機場超近超好逛＊~2016春之京阪神奈10天Day9~1(20160411~0420),58350,5289
[小琉球] 旅遊小琉球 ◎ 小琉球交通路線- 東港碼頭抵達方式 (a.東琉計程車、b.港都巴士、c.高雄客運9127號客運),161744,5389
【分享】輕鬆買外幣：ATM提款機直接提領外幣！(附桃園機場第一&二航廈台銀兆豐外幣ATM位置),10944,1364
▍曼谷❤泰好買 ▍來自泰國的高品質神秘香氛 ❤ Karmakamet ❤ 好逛到不行，小心荷包被掏空!!,113633,3211
機場免費貴賓室。夜宿桃園中正機場 @ 桃機第一航廈,42224,2008
"❤2018連假就到嘉義一日遊吧【15個嘉義親子景點】嘉義好好玩,一起輕鬆遛小孩~ (持續更新)",41183,2056
【土耳其】來去~土耳其旅行之最佳旅遊時間推薦,62138,1959
[推薦]在地人才懂！精選香港最強伴手禮！,302392,3139
【珠海】親子遊攻略：長隆海洋王國、長隆橫琴國際馬戲城,4580,3438
台中來回桃園機場的交通方式,0,3210
"【德國好物】dm 超市推薦Balea安瓶, 超便宜送人自用兩相宜喔～",68638,3909
[日本]下雨天也澆不熄我的玩心。我在大阪環球影城,8060,4156
[義大利。米蘭] 從早玩到晚，米蘭必去的5大推薦景點清單！,153208,7937
「名古屋」你不能錯過的「13個精選景點懶人包」- 帆帆貓,0,8461
[遊。新竹] 新竹觀光、旅遊景點 ,1141552,9236
太陽公主號石垣島三日初體驗(一),34169,2460
[首爾]仁川機場地鐵AREX直達車搭乘方式簡介-2017年更新版,452413,2930
【日本必買藥妝】曼秀雷敦AD有那麼好用？日本AD跟台灣AD差在哪？,45388,1720
曼谷按摩推薦 比較表格 超過16間泰國spa評比(2018心得持續更新),32570,9888
【澎湖必吃】美食小吃餐廳/澎湖馬公市推薦小吃/仙人掌冰/黑糖糕/早餐/伴手禮/懶人包（陸續更新中）,227035,6253
【遊記】雲林-馬蹄蛤主題館   還有烤生蠔唷！,44180,3774
[南投.仁愛]武界部落尋祕境--涉濁水溪.探一線天,45271,2057
宜蘭旅遊▋宜蘭親子景點@夏日戲水特輯~30處玩水景點推薦懶人包，宜蘭親子旅遊推薦必看,388431,10592
【東京∥美食】2018全球美食 和牛三明治 WAGYUMAFIA the Cutlet Sandwich,441,1117
澳門珠海四日自由行 如何從澳門到珠海通關介紹&行程規劃&注意事項&貼心小提醒,42047,3523
日本旅遊 ▍2017日本必買100樣伴手禮美味糖果零食介紹！東京大阪京都北海道自由行抹茶控乳酪控慎入,387480,226
4G預付卡比較懶人包（電信資費）2017-11-12更新,107827,11371
【義大利旅遊必買篇】--2017必買清單戰利品大全~ 歐元貶值好好買!!!,84407,3792
【澳洲必買】澳洲旅遊必買十大伴手禮。TOP14吃的擦的保養品~送人自用兩相宜,38919,3300
【越南自助】胡志明市好文創！最潮5天行程全攻略：必去景點.美食.餐廳.表演,15175,3671
×　戶外裝備總出租價目表　× (2018年05月10日--更新),219423,5309
［韓國］修超美！在韓國拍證件照超厲害｜弘大Studio Photobi,28926,2025
[台南。住]台南住宿推薦整理版~平價便宜.豪華高級通通有!!(持續更新),170984,5205
【德瑞】德國必買敗家推薦整理心得 - Rimowa、LV/LOUIS VUITTON、LongChamp、dm藥妝、發泡錠、Ronnefeldt、GALERIA Kaufhof(太一旅行社 德國‧瑞士/德瑞傳奇十二天),149525,7671
【東遊】2016年日本九州福岡5天4夜自由行--交通+住宿+天氣+必買伴手禮+行程總整理（更新）,347112,5886
機票「訂位」和「開票」,170165,9796
【巴黎。交通】2018更新。連接戴高樂機場（CDG），快速平價進入巴黎市區～RER B線（購票教學）。,154656,6119
金門旅遊全攻略  金門行程、金門景點、金門費用、金門民宿、金門美食、金門活動、金門交通、風獅爺,610524,6180
〔夏。六月繡球〕大賞園繡球花田 陽明山竹子湖賞繡球花全攻略（交通資訊、繡球花花況、攝影撇步、停車）,4187,2526
花蓮。海洋公園+遠雄悅來飯店~2天1夜懶人不開車.花蓮親子遊,128734,2329
分享::弘大 Ancci Brush House 平價刷具這裡找！Aritaum也有聯名！,3213,2285
【大台北秘境景點懶人包】親愛的　那些與你擦身而過的秘境,0,3301
【東遊】台北。信義｜象山親山步道、四四南村（3條登山步道介紹+絕佳拍照景點推薦+好丘市集+甜宇宙手工餅乾）,117939,6901
【 澎湖必玩 】海底漫步。登上海賊船。航向大海去 ,84452,3026
泰國華欣10大必玩必吃全攻略！,178299,9723
【韓國(跟團)-可樂旅遊】這次的韓國跟團，顛覆了我對韓國跟團的印象！！！！,67563,2454
【北歐必買TOP 10】北歐必買紀念品及伴手禮,56781,2720
第一次自己搭飛機出國就上手- 出入境篇,0,4558
【韓國必買】樂天超市必買70件戰利品&免費寄物櫃台&寄物櫃分享。首爾自由行。首爾必買。韓國超市必買,317622,12644
【遊記】2017韓國釜山遊-必買伴手禮/零食/紀念品/彩妝化妝品/戰利品,91890,5057
"[日本必買清單]50多樣日本必買藥妝,伴手禮,必買零食分享,來到日本絕對不可錯過!(2017/05/10更新~)",129080,13144
♨飛去旅行♨ 瑞士有什麼好買? 買到差點快餓使...,115369,3039
【英國倫敦自由行】英國戰利品、必買伴手禮、紀念小物~誰說到歐洲一定要買精品!!,93163,5084
<Travel:遊記> Day 3  我在蘭嶼三天兩夜。美到不行。住:東清部落天空的眼睛,65003,6309
出國旅遊必備 | 超實用!! 旅遊不便險資訊總整理 (班機延誤標準/理賠金額/額外費用/廉航訂票須知),348269,7248
英國必買品牌推薦（上）-流行服飾,250263,6495
【日本訂房】關於日本訂房的二三事，3分鐘搞懂日本飯店房型,623,2441
「歐洲」阿姆斯特丹Amsterdam自由行。景點交通美食完整分享。,45929,13592
[京阪奈自由行]關西空港.關西機場免稅商店伴手禮資訊大公開@KIX T1+T2。,91770,7883
沖繩恩納超大民宿，可容納20人，百坪草地、5間房，走路5分鐘到恩納海邊。,5992,2249
『住宿』新竹關西。小孩的天堂-六福莊,82700,4183
《馬來西亞旅行篇》十大必去馬來西亞旅遊的理由！！！自助行～,9670,7539
[旅遊]巴黎旅遊吃什麼! 多家必訪人氣餐廳+咖啡廳+街頭小吃美食全記錄,0,4504
【泰國芭達雅】Pattaya這樣玩。自由行景點全攻略,21294,3542
2017西班牙 馬德里。巴賽隆納 必吃必買 伴手禮/雄獅團,3968,2674
2018.4月更新!【國光客運1843】南港.內湖<->桃園機場 大勝機場捷運.快又便宜免轉車 機場客運機場巴士 機場往返台北市交通,16587,1422
[自己搭飛機很簡單！]出入境流程詳盡版(2016更新轉機買酒的經驗）,149493,5634
小資夫妻遊德國。德國必買行頭,60888,5206
學越南語，其實不難,28542,3351
[泰國]2017 2018曼谷美食懶人包(持續更新),20569,8046
:澳門日記:2017澳門使用貨幣問題全解答,34992,1359
【日本四國9天8夜】行程總整理+出發前的準備功課。機票、交通、行程，一起搞定。華航直飛高松機票、All Shikoku Rail Pass/JR四國乘車券、高松、丸龜、高知、四萬十川。,196853,3661
[奧捷] 2/21-3/2/2018 - 奧地利   [ Day 7: 2/27  薩爾斯堡 Salzburg---> 鹽湖區Salzkammergut(聖吉爾根、哈爾斯塔特)-->維也納Vienna],97,2816
【東京美食】敘敘苑燒肉(叙々苑) 新宿中央東口店。必點特選牛五花。高CP值商業午餐超值必推,152626,2796
*香港必買伴手禮推薦*超市好買、地雷攻略、醬油調味料、大排檔奶茶、餅乾零食、藥品等詳細分享,39383,4398
