title,view_count,word_count
【喜喜】2017超人氣！！網友推薦千元以下全台26家手工喜餅統整篇~(持續更新中....),189736,11853
【減肥】減肥早餐怎麼吃?吃對早餐，比別人多減5%體重,10101,2229
1～40週胎兒生長發育過程（寶寶發育圖解）,281940,7888
[準備懷孕] 驗到懷孕之前的種種徵兆、感覺記錄,277496,4790
輕鬆育兒：0~6個月--《教養可以這麼輕鬆》應用篇,354905,5337
失眠怎麼辦？教你失眠解決方法，超有效的失眠解決方法~,228027,2258
【習性】刺蝟不是好養的寵物,549648,4638
5Y9M 小黑蚊叮咬造成的嚴重過敏、紅腫起水泡的護理（不歡迎商業用途轉發）,76697,4607
【育兒大小識】兒童衣服尺寸標示對照表,392323,2840
Silky-Angel 給養貓新手 -問題解決篇 (四)：終結貓咪拉肚子、軟便！？【版權所用，請勿轉載盜用】  ,188577,4082
[My Wedding]鑽戒婚戒靠櫃挑選經驗與價格♥︎9家專櫃品牌一覽♥︎Cartier Chaumet HW Hermes Bulgari HOF i-Primo Chanel Tiffany,63420,7293
❥Wedding❥ 美炸了瑞士蜜月婚拍Day1 童話般的世界最美村莊格林德瓦,1340,3520
【人妻瑄｜結婚登記攻略】登記必備清單和流程分析！小心機大加分！,10415,2736
"顏色妖怪~職能治療師大推的情緒繪本""立體版""~姚小鳳",13103,1934
糖尿病、尿毒性瘙癢症需要更專業乳液,44239,2890
【日本】低頭族必看，10種日本人氣痠痛貼布比較(更新版),344867,5372
【團購6/1~6/7】一條三用✓新生兒也能用♥POGNAE ORGA+有機棉All in One / NO.5+背巾,11663,4508
10日「綠拿鐵」飲食原則,288361,3108
【精選譯文】教你15招，低碳飲食輕鬆達成,132785,9424
皮膚疾病使用類固醇治療，快速痊癒？,52126,1780
‧搔不得的『癢』：陰道念珠菌感染,319425,1140
是男人就試試看，如何讓「精液量」暴衝?,97075,1296
不敢擦皮膚科藥膏嗎？ ～外用類固醇藥膏的迷思,116633,2109
[孕媽咪] 4w~40w孕期肚子緩慢隆起變化史,174906,2280
【保健】好癢好癢阿 │ 蕁麻疹,0,3922
"[飼主血淚史,柯基好難養!]",651690,3857
各牌滴劑功能比較,179424,6046
這不是開箱文！我的Nu Bra與3種黏貼方式分享 /更新11月4日,47096,2651
【別把2歲以上的孩子，當1歲養】兒童發展專家王宏哲,275929,8258
【分享】寶寶鼻塞、痰多又咳不停…( 黃瑽寧),233543,6886
4個對戒品牌大抉擇,16708,3203
[喜喜] 台北市24家五星飯店2017婚宴專案跟心得分享,54199,7013
[醫美]　MOMO購物台購入【奧司卡愛爾麗診所】 C12極光淨膚雷射除斑初體驗／中壢僑鑫分館,20617,3645
從誤診到確診：只是咳嗽怎麼變成癌症末期？,535218,3293
【生活】2016年的貴人！推薦我的牙醫：林克省醫師,53272,4696
[結婚分享]結婚花費大公開。超詳細花費供您參考,42970,2408
【福利懶人包】0-5歲補助彙整,232253,1488
[新手專用] 鬥魚飼養入門,230736,5237
自製珍珠（粉圓、波霸）真簡單！兩種材料輕鬆搞定！！,674784,2686
國民必備神膏-Lucas’ Papaw Ointment 木瓜霜,150326,2025
全台玩具批發工廠大集合 買玩具還是要去工廠才划算,142695,9043
台灣迷思傳奇之----　　　發高燒一定要用肛門塞劑？！,35591,1658
[健身] 重訓重要觀念,639409,3083
2歲4個月的U,3496,1395
為什麼身體臉上會突然長痣阿?,192451,1932
"《醫師手札》當""甩一甩""也甩不掉手麻的感覺時...@郭育祥院長",79864,1561
姓名學筆畫計算的一些特殊規定：姓名筆劃大吉~參考~,265549,4536
【電鍋料理】保證零失敗糖心蛋，免退冰、免水煮，不需顧火、超省水作法！,80973,2377
如何正確陪伴憂鬱症患者？如你以前不知道，做錯了，沒有關係。但是我希望你在這一刻起，耐心的看完這篇文章，現在、未來，你都會成為某個人最大的力量！（4）,87384,3975
教女人看懂你自己的分泌物,864549,2505
國內各大醫院精選小兒科醫生推薦名單 (共330位),19253,27699
腸躁症 VS. 大腸癌,81859,7477
生酮飲食心得 (即使不生酮，低碳也很好),196489,5324
上腹部胃痛才一個月　竟已胰臟癌末期,16360,3621
(轉貼)   狗狗嘔吐原因,148314,1220
協助寶寶睡過夜的一些小技巧（完整版）,431175,3508
運動受傷後你還在浪費時間冰敷嗎？（內文含冰敷懶人包！）,50367,3392
▌苗栗香格里拉 ▌「勤美學 CMP Village露營」夢幻豪華Glamping,210245,5376
防止口呼吸的妙招  ,86027,2258
【育兒心得】嬰兒小睡哭鬧、提早醒、只睡半小時、接覺、銜接睡眠、哭醒等小睡建議,23395,4593
懷孕各階段的生理變化，新手孕媽咪該如何緩解？,43524,4280
【我的胃食道逆流好了，怎麼辦到的?】可以吃粥嗎?該怎麼保養脆弱的胃部?,411522,8767
別讓車禍後遺症跟你回家,167198,4232
痘痘位置與內臟關係,34137,4664
【嘴破治療】口腔潰瘍剋星來了！嘴巴破洞快跟著這樣吃，超有效！奇異果／維生素B／水果,100197,2032
"""執子之手，與子偕老"" 的緣由",211943,440
如何緩解夜咳、酷酷咳、咳到睡不著？,74041,1524
2018(107)行事曆。學校。行政人事局連假總表新竹縣市及全國國小國中高中寒假。暑假。開學。放假。補課日期2018-2019年(107-108年)行事曆(台北新北桃園新竹苗栗台中嘉義彰化台南高雄宜蘭花蓮美食景點懶人包--踢小米的生活,168190,2649
養貓一年經驗 六大飼料總整理 與三大高CP值飼料推薦,0,4550
【育兒用品】德國珊諾sanosan新品體驗會｜Baby洗髮沐浴露、Baby泡泡慕絲、Baby潤膚乳液、Baby維他命B5護膚膏、Baby護臀修護膏,3042,5789
不再一肚子氣~脹氣的中醫治療與保健,110706,5871
香港腳的藥有什麼差別？,268421,1976
如何選擇假牙材質！PART І人工製程篇,385061,5444
腸胃不好的人必讀  ,0,6195
♧ 知識→14條喝酒不醉的技巧,190667,2819
【醫藥】武田保能痔注入軟膏，有效舒緩痔瘡與肛裂所產生之疼痛、出血、腫脹與搔癢。內痔及外痔均可使用,203540,1862
❤45家彌月蛋糕試吃整理 2018更新試吃資訊,379935,12158
【瘦分享】瘦身這件大事~四個月15公斤 運動+飲食控制 有心一定會成功!,27773,2970
免費新生兒命名算命網站整理,641346,570
【孕】男孩女孩大揭密？懷孕徵兆測性別真有準嗎？(8W-18W),126234,2345
【茉莉麻育兒經驗分享】小茉莉四至六個月（吞食期）副食品全記錄,358313,6366
男-性教育( 限制級 18X ),319467,20763
【捐贈卵子】3分鐘 快速了解捐卵：流程/手術/費用,70067,2341
照顧幼貓需要注意的事情,170133,4015
飼養-幼貓(年齡：離乳至12月大),41855,1810
【小果。20160417】產兆沒有破水、落紅，只有陣痛＋便意感，產子速度很快之第二胎生產記事！,20679,9447
[日記] 疣與冷凍治療～千萬別拖啊@定安皮膚科,258823,1861
0～12個月母乳寶寶平均身高／體重成長參考表,105859,926
[轉載]0-12個月的嬰兒發展評估,0,4762
【常識】常見疾病～何謂「尿道炎（泌尿道感染）」？,579846,4558
激烈性交完好痛！小心黃體破裂內出血!,62069,1798
喉嚨沒聲音(燒聲)怎麼辦? 逐漸音啞、語音低沈、喉燥咽乾、日久不癒 更新於2018.01.08,168428,16106
香港腳、灰指甲: 擦藥為什麼都擦不好???,314823,2478
運動熱量消耗表,480110,1081
【旺將】與動物溝通師Leslie聊天記,69743,5008
☆生理期吃什麼比較有幫助?(轉貼),711438,1497
扁桃腺可有可無　說切就切？,111279,8666
結婚儀式禮俗與應準備事項,0,8716
♥♥ 2018最新 ♥♥ 假日特輯－有小孩必看！43間宜蘭親子DIY攻略,691241,9358
[用品/貓砂] 凝結礦砂-好市多 ARM & HAMMER 鐵鎚牌 加強雙效除臭貓砂 凝結力不錯,9300,2550
蜜袋鼯飼養須知&優缺點,320462,2850
<孕期新知>懷孕初期6大禁忌切勿觸犯，聰明的準爸媽要謹記！,278162,3111
【育兒生產日記】寶寶有黃疸該怎麼辦？黃疸指數多少是安全的？黃疸症狀是什麼？該如何照顧？如何治療？是否該繼續哺餵母乳？,177770,6915
談談懷孕初期出血,652703,3265
選一雙好鞋,154674,4301
不同顏色的傷口代表什麼？,68051,883
不能抓的癢~蕁麻疹,92262,1501
《灰指甲、崁甲、凍甲、捲甲》WeE LG治療灰指甲不拔指甲/不吃藥~台中 台北 新竹,42363,7307
還沒到月經來的時候怎麼會有深咖啡色分泌物?,101491,10213
臺灣嫁娶傳統禮俗流程~將結婚的您不可不知的必看!!【圖文版】,124800,7260
養鸚鵡前請三思（全是咬傷傷口照 慎入 2018/03/04更新）,71283,17150
"肩頸僵硬, 拉筋按摩小訣竅 (詳細圖解版) ",108482,2736
茜茜 育兒生活好好玩【到底該不該買嬰兒床 / 嬰兒成長床？一次介紹10大品牌】,300637,14825
【懷孕】10大常見孕期不適＆對症舒緩法~轉載自「媽媽寶寶」,240071,12635
中暑頭痛!  來個肩頸刮痧吧! 【夏天養生-中暑刮痧篇】馨舞極精油SPA,178981,7059
保險套規格__一次弄懂套套的尺寸，厚度和紋路,101255,1541
【愛的廚房】和阿基師做法不一樣的「洋蔥炒牛肉」不到幾分鐘就見底了!,217483,1963
[購物攻略] 東京錦系町阿卡將2018年必買|寶寶用品價格全紀錄,114246,8753
[殺菌] 正確的冷凍水餃煮法 ,316946,1563
<<分享>>~2018 日本必買2018藥妝零食買不停~(含開封照片&心得分享)2018/5/22更新-待續-,1665622,11976
讀者來稿：那天,47131,1519
✓ 女人愛自己，談口服避孕藥,9091,4787
【天竺鼠入門】飼養天竺鼠的步驟 1~3：心理準備、飼養知識、硬體設備,187935,1499
鐵瘦子【成功增胖10公斤】的食物實驗－增重增肌增肥長肉的方法,42616,4996
2017年婚紗禮服出租熱門工作室14家禮服租金及風格差異性,34592,9093
【體內環保】早上促進新陳代謝．夜晚分解脂肪代謝❤️Simply酵素,119882,2139
心靈能量 /大衛.霍金斯,9828,3998
★<喵喵資訊>貓咪為何要吃貓草......呢?,154200,6628
洗車場老闆和他的六隻狗,39222,3634
不寒而慄的雞皮疙瘩--毛囊(孔)角化症如何治療,31351,3088
[醫學筆記] 神經科-手抖的原因,194167,2219
我與子宮肌瘤之戰！腹腔鏡手術紀錄,254298,4552
把握黃金追奶期。成功追奶大解密,187709,5480
"當宮縮頻繁, 無何判斷何時入院??",148136,2151
《台南》皮膚科 診所,231889,3730
淺談貓咪《異常》掉毛的問題,32824,3734
【生產紀實】誰說胎頭下降才會生？產兆來得好突然,222119,5566
[分享]0～12個月的嬰兒之情緒發展,69479,2092
[養貓新手上路 第二篇]帶貓咪回家..要注意的事..,79692,1410
育兒記事 - 七款吸奶器吸乳器之不負責評論跟推薦~心得報告(母乳媽媽必看),281188,2792
多多1y1m的病毒疹事件(含發燒處理及病毒疹科普知識),107236,7351
正顎手術搭配齒顎矯正能有效終結戽斗歪臉？手術分為哪幾種改善程度有多少？台灣正顎手術PTT推薦台北台中台南高雄權威醫師醫師醫生推薦，手術後遺症併發症風險副作用完整掌握，正顎費用價錢價錢價位完整分析,11336,7316
[幼貓幼犬照顧] 怎麼餵奶？怎麼斷奶？,94057,4831
[喵]貓咪防墜 超平價紗窗防護DIY安裝方式,96227,1745
市售7種益生菌比較分析,64514,4345
如何判定即將生產!!,189720,707
[分享] 狗狗能吃的食物 - 蔬菜篇,58850,812
[BUY]超神奇的 德國百靈油China Oel,719141,3440
脹氣很難受~~神奇的消脹氣按摩,82590,1192
寶寶，再見了。7w3d 懷孕初期出血 自然流產,189413,2510
內痔和直腸癌的區別是什麼？,246330,1495
買車一定要買的第三責任險!!,551919,3009
<小桃孕媽咪>  滿月禮送什麼?  新生兒彌月禮前五名實用滿意排行榜大公開  及  千萬不要送滿月禮NG地雷排行榜,112142,5488
【副食品/分裝盒】 大整理+大評比,165263,5183
【孕事】傳說中可以幫助順產(加快開指速度)的方法們~,216229,5941
現在戶政事務所可以直接辦理護照,152958,2659
排卵期出血了，怎麼辦？需要治療嗎？,7866,1304
改善酒糟+脂漏的保養心得！大推桃園成功美學皮膚科羅院長 ❤ 另附地雷藥膏!!!!,4439,2115
"H.W沙畫專門店-感謝大家支持,過往客戶好評推薦~",215131,959
心跳過快的可能原因,194243,2435
(二)一日菜花＝終生菜花！？,97694,4834
營養師教你：跟明星學消水腫！,132443,2927
【婦科】我的褲底濕濕的---談纏綿難解的白帶,521320,1508
小嬰兒需要睡枕頭嗎？黃瑽寧：2歲以後再躺枕頭,114747,3157
[登記] 如何替寶寶報戶口、申請育兒津貼、補助,369341,1353
治療黴菌性陰道感染的搔癢症,252817,1488
【懷孕】39W：落紅了+肚子悶悶的痛(吃全餐),71101,1183
【育兒】嬰兒泌尿道感染驚魂 & 住院檢查紀錄(有圖慎入),7327,3588
不知名的疹子~病毒疹,235968,3860
嬰兒腸絞痛怎麼辦？,199039,2667
【Wedding】夢想中的婚禮髮型♥七款造型整理分享,142207,2880
迎娶闖關遊戲！闖關懲罰超完整大募集！,87651,3529
[吉] #328 莫文蔚 - 慢慢喜歡你,15748,120
[婚禮] 用Google製作婚禮線上問券調查,14969,1883
【結婚】米特登記結婚了 ❤｜沒有結婚證書，只有新的身分證跟戶口名簿XD ( 詳細台北登記結婚手續記錄分享 ),66487,2171
Mj-box全程用台語介紹行李箱-大家崩潰篇,181,631
學生t檢定 (Student’s t-test),19948,1333
可以排掉重金屬的解毒食材,17477,2779
[懶人包］這一篇搞定小人出生後所需辦理的相關文件和補助,44291,6215
『兩岸婚姻』台灣人和大陸人結婚的完全攻略（二）大陸登記篇,79091,1835
鋼鐵人！讓陰莖更硬的日常鍛煉秘笈,55805,1668
Mom Baby♥破解生產密碼-胎動‧宮縮‧陣痛,97270,7891
【 預約健康 】醫生說我的身體裡濕氣太重了...,158034,5753
我服用的安眠藥經驗：使蒂諾斯STILNOX,242425,1529
【娜莎廚房】自製寵物零食DIY ▌地瓜雞肉條條。食譜,97921,6139
九型人格分析,69438,4213
出門不怕蚊子叮 ~ 精油防蚊液DIY (純天然) 2013.03 改版,130414,3855
人生第一次的蕁麻疹擊退經驗+美國就診實錄,56569,6599
【醫洗臉】《引用》把粉刺吸出來！讓臉更光滑！醫洗臉初體驗分享．沈若蘭醫師,37361,3954
如何自治下顎疼痛,74886,1327
抽筋的原因及簡單自解方法 ,138391,1465
原來這就是氣管發炎...(=_=),51231,2569
排毒果汁食譜,0,5269
從月事看女性的體質 ,74117,3984
透過“糞便”形狀看健康,283419,4058
試管嬰兒（IVF）這條路：子宮內視鏡檢查,1308,1948
[詳]各週懷孕情形對照表-第7週,47189,2171
[生活] 我的胃潰瘍治療記實,531093,1901
[轉載] 獸醫師公會之小動物就診收費標準,38415,2197
【小妞-血拼推薦│買寶寶嬰兒床不如買可併床的兒童成長床】,225102,1737
百家爭鳴の滴雞精比較表- 田園香、金牌大師、郭老師、捲媽、勤億、韓媽咪、老協珍、民視娘家,311469,5346
迎娶流程圖解懶人包,89656,1498
【DIY婚禮影片、成長mv】幸福感動的影片製作不求人(上)~~\^^/↗輕鬆使用會聲會影軟體製作影片~by辛西亞,768227,2969
║結婚迎娶闖關遊戲║守護新娘大作戰『7關4罰2小罰』越玩越樂♪♪♪,271074,3149
香港人和台灣人結婚並在台灣定居流程攻略(附個人心得記錄),146037,7717
[Wedding ♥Love] 不藏私2017最新不撞歌的婚禮歌曲懶人包(迎賓.進場.用餐.送客歌曲大全),183271,8085
[婚]結婚到底需不需要100萬？？婚禮實際花費整理,22964,2931
"跟濕疹、口水疹說掰掰,Alobaby還我大乖寶貝健康肌",0,827
My Wedding【婚禮周邊】分享我7款實用兼可愛的婚禮小物清單,6221,4989
【婚禮】婚禮小物│讓賓客又驚又喜傳遞幸福的婚禮小物分享,5954,3024
♥蜜月♥ 挑選比基尼的方法&穿比基尼拍照的心機顯瘦法不藏私大公開!!!,225963,11855
痛風飲食禁忌,269276,2294
[SLE]失眠就像是我的胎記-安眠藥體驗文,89686,2526
日本VS台灣明治奶粉之成分大剖析!,67395,2089
醫師娘減肥餐-14天甩肉9公斤,470122,2188
有效減肥成功的七十種方法/原則,449724,5176
女人!不要任性衝動簽下離婚協議書!!,211760,10970
[MV❤]我的36首婚禮英文歌推薦,89007,19126
頭瘡的意思/簡介/定義，徵狀，成因，治療及預防/解決方法,0,2463
再談個人根管治療的相關經驗〈一〉,64387,5223
【奶粉比較】0~6月嬰兒奶粉該如何選擇?營養素有何差別? 文/鄭伊伶藥師,155089,237
這三個月都在忙治療乳房鈣化,58562,4446
遷戶口（戶籍遷出遷入、住址變更）要如何辦理？,131471,985
103_0716 獨角仙 照顧及繁殖、飼養上的注意事項 ......,14368,1404
簡單認識呼吸音~~~,214154,572
[寶寶/3C] TERUMO泰爾茂耳溫槍，小巧輕便安靜無聲（內附送修校正記錄）,94496,2750
[Pony寶寶] 市售的寶寶粥/嬰兒副食品食用心得分享，鈞媽、田原香、農純鄉與瀚克寶寶,44926,3382
陪牠到最後_狗狗的臨終照顧,0,9536
♥ 育兒好文分享 ♥  0-6個月的寶寶可以玩什麼? ,288681,6414
《好物》舊手機變身嬰兒監視器-阿福管家APP (免費!!),59368,2826
超適合小孩玩耍的親子民宿-台中AKA JOHN(2Y7M22D/6M9D),61696,3121
母乳的保存,257200,2401
【喜餅】御倉屋.郭元益.拉法頌.禮坊.皇樓.伊莎貝爾.大黑松小倆口七家試吃評比,54117,3952
【蜜月】2017義大利蜜月9日行程、跟團費用、旅行社挑選重點 (上),20772,4411
癢到讓你躲廁所哭的---汗皰疹,33230,1699
芝麻素真的可以幫助睡眠嗎？,6783,3253
"｜Mojo成長紀錄｜柴犬很可愛, 但關於柴犬你應該知道的事",31438,4286
醫師~~我家狗狗夏天到底該不該剃毛??,98642,1714
[資料]養幼貓的基本訊息,32045,3934
夏天貓咪該不該剃毛?,42102,3643
2018各類保險商品推薦一覽表,171561,4799
<美安益生菌消化酵素> 愛尚它必買的第一名，調整腸道窈窕體態，營養素完整吸收,26957,2258
 喝OPC-3期待發生的好轉反應  (楊明達醫師推薦),40140,3380
白豬母奶既是颱風菜也是食療菜,23289,1169
減肥不能吃的食物,4176,7410
[腎貓的居家照護] 照顧腎病貓咪的護理經驗與心得,108433,22081
矯正完一年後沒戴維持器的悲傷,0,1398
葡眾調理系列----愛益《吃的保養品。調節內分泌必備》,55934,3130
認識小棉條兒的壞朋友~中毒性休克症候群(TSS),63485,3302
給年輕女孩的基礎保養建議,157894,3558
香菜營養高多用途/喝香菜水竟然能幫助身體排毒,59540,1804
聲音也會生病,96918,5766
漂亮美眉10多年難纏的病毒疣.尋常疣.足底疣..痊癒的分享!!,218261,21451
洗腎時有什麼感覺？,76545,2306
告別孕期腹脹8撇步,42058,2107
為什麼吃的很少，體重還是降不下來？,26104,2265
月經遲來的原因,912802,1471
眼皮跳,250065,2490
我家用過貓砂(礦砂/木屑砂/豆腐砂),83602,4394
喝蜂蜜水的完美黃金比例,0,1558
鄧惠文神秘老公曝光 (更正版),265431,540
探索PURTIER鹿胎盤素,36302,1954
我的推拿整脊矯正之路（診療經過與其他）,18316,10655
威德 WEIDER 益生菌 ღ COSTCO明星商品,0,1395
❤北投健康管理醫院❤空虛的低渣飲食...第一次無痛腸胃鏡(大腸鏡)＋健檢初體驗,7897,6286
僵直性脊椎炎之發病、檢查、確定病因心路歷程~,254097,5273
[9M18D] 「蜂窩性組織炎」病程紀錄(新增照片),40012,1613
【好孕4-5w】寶寶著床成功,35423,2202
背巾&腰凳的世界好複雜啊,72760,8340
