title,view_count,word_count
【雙耳藍芽耳機】除了Apple AirPods？有新選擇嗎？(1對2藍牙耳機推薦10大排名),0,11847
【教學】用蝦皮賣掉二手物 簡單上手!(使用貨到付款),102795,1747
七年級懷舊卡通。回憶。思念,439090,28904
18歲考機車駕照過關2018機車考照流程新制分享,23024,6211
全新痞客邦上線！邀您 5/9 搶先體驗,61278,1070
【消暑點心】粉粿，只要兩種材料就能完成，超級Q彈又消暑唷！,133759,2794
「UBER優步」專屬私人司機叫車服務！,601234,3380
有什麼APP來自動通話錄音？這4款最佳免費手機通話錄音APP，你非知不可,12764,1347
2018 支援 Pokemon GO Fly GPS 4.0.7 版 (破解教學！利用Fly GPS在家用虛擬搖桿爽爽玩！(需Android 6.0以上)),187675,1063
Pokémon Tretta 第10彈(U4彈) 卡序,7999,859
【教學】教你使用原始LINE功能備份LINE的聊天訊息 匯入聊天訊息 備份還原存的資料夾,1625924,1132
instagram教學│你還不知道instagram是什麼嗎？！,1631839,6116
我的車發不動了！怎麼辦！？,190435,851
神奇寶貝 GBA模擬器 手機版 手機GBA GameBoid Myboy 2款下載 載點 Game Boy Advance 口袋妖怪 安卓 Android 中文 漢化,86765,2370
擁有超廣角四鏡頭的最強 0 元手機候選人 ASUS ZenFone 5Q 快速開箱,0,4164
【攻略】拼圖之星BT21攻略全覽,5183,832
[汽車隔熱紙推薦] 隔熱紙挑選重點全攻略&FSK冰鑽系列F45推薦~,263454,3377
策三國採集點,10149,732
【AutoDora(自走銅鑼)】比Rainbow Path更強大的路徑規劃及自動轉珠程式現身，破解風化珠、拼圖盾、使用主角技能適用於神魔之塔,311885,3134
紫米APB01智慧雙模可充式鋰行動電源開箱測試,249,2745
"【開箱文】SleepBank睡眠撲滿,休息是為了走更長遠了路,克服時差、多夢、淺眠,麻醉風暴2指定睡眠精品",3349,2869
android手機解圖形鎖恢復原廠設定 (各家廠牌),979375,4624
[精靈寶可夢攻略]Pokemon GO 二代進化篇密技篇 (道具虛寶 日之石 王者之證 金屬膜 龍之鱗片 升級資料) 二代寶可夢,340310,9721
【line小遊戲】 Disney Tsum Tsum（國際版）賓果卡NO.1~7任務翻譯與破關建議,257234,10896
少女前線 暗影密令 活動綱領+AUG評析,832,442
IOS小教室 iPhone/iPad 出現《無法完成您的購買》 台中/南投 行動維修【您好修手機】,31605,713
台南 中西區 - Ubuntu 烏邦圖書店 [複合式空間],1955,1975
"【機車選購】YAMAHA RAY 125機車優缺點開箱 (GSR,NEX,RAY,GTR,G5,Z1選車比較心路歷程)",0,4829
idolish7遊戲基礎功能簡單教學,8350,6850
【自有模具 自行設計】不刮手不翹曲-Note8正面背面，一起保護〝3D立體全貼合〞玻璃貼滿版✴全面上膠✴嚴選名膜 曲面保護貼系列-裝殼不卡卡-~Note8透明玻璃背貼/手機貼膜/Note8保護貼/也有S9玻璃貼,63162,15176
傳說對決01(新手教學),261065,4743
水族神話物種-蜜蜂米蝦前傳-Part.1,362,3075
【推薦動畫】好看の校園愛情.戀愛動畫,0,3128
FSK冰鑽隔熱紙系列(二)產品各型號介紹F70、 F30、F20、F-X7、F10、K60、K35、K15,369576,2719
(密技) 免保養電瓶 & 加水電瓶  使用壽命加強3倍以上 ...完全破解教學,233255,2775
百度帳號台灣地區註冊方法教學 有效解決需使用中國大陸手機驗證的問題 非中國大陸地區無中國手機號實測可用 Baidu百度雲盤 百度網盤,64665,1226
『各品牌電池介紹』,0,5759
【分享】發票資訊電子化——自動管理、兌獎、領獎，完整設定教學,111267,2985
2017 Yamaha X-MAX 300 入手 開箱 分享,57404,5220
七個你必須要知道鍍膜知識,155218,4910
拍攝證件照的服裝建議,137319,969
維修筆記 ~ Ricoh MP C3500/C4500 彩色影印機 SC 548,1071,372
google play 商店應用程式無法下載安裝(補圖教學),386169,2909
家用電池的種類：碳鋅電池、鹼性電池、充電電池,216501,2067
重量級開箱文!M-Benz C-Class(W205) C250 AMG Line,220873,7354
機車族必看: 機車行車紀錄器之必要性與選購推薦,126586,2456
機車車禍處理與提告,0,3008
讓教士來告訴各位車友關於改裝權益的自保手段及面對監理站白爛驗車員的應對法,74710,12730
Reboot and select proper boot device,89631,1086
[生活] 汽車駕照學科 / 筆試 軟體 習題 重點 滿分秘訣分享 2017 2018最新！,0,7521
【百合漫畫無雷推薦】宅度破錶之我的GL漫畫推薦名單（持續新增中）,65269,4293
【PowerPoint】精美好看的免費PPT範本下載,181403,1603
【模擬市民4】密技與快捷鍵,605654,20698
電腦無法開機,209297,1938
(數位電視)各廠牌電視機，如何設定無線電視頻道，接線方式/掃描頻道方式 講解(相關知識),0,16013
地表上最強的局部無色差烤漆王者！,63342,4504
【刀劍亂舞】「黏土人 歌仙兼定」５月29日（二）預購開跑◎,702,1504
基本輔助格線介紹  — 靠這些線條，你也能輕鬆抓到好構圖,0,1900
板橋車站有什麼好吃的? 我的美食餐廳食記整理,507328,1652
BL動畫大全，共75部 [20170728更新],345652,6230
機車報廢時應注意事項。換購新車定額減徵新車貨物稅4000元。環保局補助二行程報廢機車1500元。報廢機車回收獎勵金300元。,27168,3125
【評價】腳架自拍棒比較 • 完整比較優缺點 • 教你選出最適合自己的腳架自拍棒,64565,6060
《好看的少女漫畫推薦》一起回味戀愛的美好~,14059,4919
Android手機忘記圖形解鎖免回原廠!!,626246,1954
「問卷調查超簡單」如何建立google 表單小教學,487799,709
【新北瑞芳景點】『(侯硐)猴硐貓村』景點一日遊/貓村半日遊/與萌貓近距離接觸/親子旅遊/熱門觀光景點,20316,3742
解決磁碟100%導致電腦緩慢運行的方法 不看你會後悔!,120909,1032
透天住宅抽水馬達故障、頂樓水塔缺水基本排除方法,171671,5645
一馬力馬達多少電流,85243,515
【台北旅遊】剝皮寮老街陳年歷史風情-電影艋舺場景一日遊,286669,1968
☞2018驪山阿嬤的戶外教學【三】,109,3406
Virtual Villagers 虛擬村莊 2,10655,2097
[教學] DIY 安裝 Toyota Altis 安卓10.2吋導航音響主機輕鬆攻略,83976,2447
王思佳台上露點 影片流出 長達1分鐘 【京元娛樂城】518.ky5188.net 線上真人視訊娛樂 眾多遊戲等你來體驗(現在註冊開通就送體驗金),2190,782
拿到新手機了嗎～教你如何驗機！,63297,1948
手機影片檔案太大/如何上傳LINE/簡易影片縮檔分享至LINE,40162,2593
【知識學堂】Wi-Fi無法連線問題困難排除#WiFi無法連線#無法上網#連線失敗#無線順斷#Tenda#無線干擾#頻道#無線分享器#無線基地台#高功率#high Power,87299,1169
◎有關調教系的BL漫畫www我不變態很正常﹣下篇,56950,4145
研究生必備！超好用免費PDF編輯軟體PDF-XChange Viewer (免安裝/綠色版),1172346,2226
1萬8與3萬6的差別？ 透視汽車烤漆的內幕(轉載),283361,6719
"[SD記憶卡選購]認識SD卡,micro SD,SDHC,SDXC,注意傳輸速度,U3高速支援4K錄影,價格與保固期限~",368533,6387
 【分享】iOS / Android手機鏡像螢幕分享器,185549,1267
office 2016 專業增強版 +破解器 for windows 7 + 詳細教學,118613,1413
▌得體夫婦爆好物 ▌選擇困難？GoPro新手看過來！6大種類推薦必備配件,23272,3704
SONY XPERIA手機故障排除,230257,769
汽車輪胎規格、胎壓單位換算表,63737,3164
【台北十大夜景】阿宏達人精選~夜晚必看的浪漫~喜歡夜景一定要看唷！(持續更新),265502,3134
[PUBG] 絕地求生/PUBG 查戰績網站 ,84500,403
[開箱]小米手環2 介紹及使用心得,0,3616
2018.1.13 更新 我該怎麼 選擇 買 相機 / 購買相機推薦 / 微單眼 (無反相機) EVIL篇,0,9364
『拍照』情侶 男友必看!! 如何幫女友拍照全攻略 絕對加分的必備技能！,199363,4266
電影//名偵探柯南劇場版【全】（含線上觀看）,1177100,12021
Sdorica -sunset-（萬象物語）四個月玩後感,27590,5233
幹!調解有沒有這麼難約!!,115777,2899
2018年各大銀行人民幣定存利率比較表 (1.8% ~ 2.55%),2614,14285
《天堂M》練功打寶系列 - 傲慢之塔1樓 - LV68以上,11757,2809
"[熱門][資訊]寶可夢Pokemon Go無法登入,來看看是不是認證信未啟用吧.....懷疑外掛被鎖帳號的也可以來看看",14013,235
GBA 牧場物語-礦石鎮的夥伴們 所有戀愛對象簡介,551677,5705
分享 | PChome商店街0元開店免運，10大優點整理商店街與個人賣場差別,5608,2274
賓士GLC250油耗性能與賓士GLC300油耗性能比較GLC300 Coupe馬力性能介紹 GLC250與GLC300價格顏色配備形式比較 外匯車 美規車,40856,7295
【資訊◍•ᴗ•◍】教學・Android/iOS(iPhone、iPad)下載日文版app教學｜輕鬆簡單下載日本限定APP遊戲、日本限定APP軟體的方法,159376,1258
iphone 內建超好用的雲端系統：iCloud 推廣教學,469432,2766
【育兒】不需出門直接APP換健保卡-快下載健保快易通好方便,869,764
電腦自動重開機原因，解決方式,453683,1714
八年級女生一定看過的日本卡通,91179,4929
"Android, iOS及無線車用影音娛樂系統, HDMI轉傳統AV端子 或 車用導航螢幕3.5mm /2.5mm端子 數位轉類比開箱評測推薦[教學]",41788,3529
開箱~光陽 GP125,7337,904
小米手環配對及解除綁定詳解-Android&iPhone,172175,1575
20180529 新書目錄,325,3763
[掃地機推薦] 小米掃地機器人使用心得，高cp，不卡機 ＃開箱文 ＃優缺點 ＃耗材保養 ＃母親節情人節送禮推薦,119836,7132
[ 臉書解鎖方法大全 ] 臉書帳號被停用的原因+解救臉書帳號的方法,172643,4390
[動漫] 2018 4月(春季)新番 推薦!,2823,9328
汽車蠟分類概述(乳蠟、固蠟、細蠟、粗蠟、釉蠟...聽得霧煞煞嗎？),353088,3190
拍好證件照不求人---大頭證件照基本規定以及拍照小技巧,6191,1805
耽美小說推薦 不喜歡BL的請按退出喔,10988,4992
任何車種~保養5000公里換機油.不是10000萬公里換一次機油..您都被騙了,130993,6202
車輛與保修廠的奇妙組合,362,4166
夾竹桃天蛾的一生,0,2329
【LINE】 如何快速登出帳號!?,384535,971
【平價手機推薦】$$一萬有找！5支你可以入手的便宜智慧型4G手機！,302437,2373
我的機車總算有沙發般的坐墊了..,169479,2218
iPhone突然不能開機、iPhone充一整晚電也開不了機、iPhone當機,0,677
[開箱文] 好厲害的過碳酸鈉,8752,1552
WORD頁碼設定,649112,4912
【遊戲文】【攻略】【養豬場MIX】養豬場配種族譜表~~用一隻豬開始無限配種新豬種,5842,1115
無照駕駛遇到車禍，強制險或車險會理賠嗎??,12214,2236
漫畫║＊推薦＊看漫畫的網站,197100,1917
透明壓克力吊飾,119882,4737
分享網頁遊戲排行榜2018年推薦好玩的網路線上遊戲,611660,1490
ㅣApp教學ㅣFlipagram - 快速將照片變影片,117371,1017
如何查看自己電腦的基本配備教學(CPU、記憶體、顯示卡、網路卡),689518,474
【家電】奇美DC直流馬達電風扇，七段風速、靜音、節能、可遙控，還有ECO溫控風速，省電費還不會被熱醒,65451,3926
[亂拍照] 陽明山竹子湖繡球花 (財福海芋田) + 青菜園餐廳,5088,1943
【天堂M】高級與一般刻印裝備箱內容物,33003,1277
CPE一星題,6974,3058
教學 / 破解！脫離電腦課老師的廣播＼控制（圖解）［已於2009/12/21更新］,131485,483
[教學]Android手機如何在Instagram中放入影片？,84560,1916
[3C]小米智慧攝影機雲台版-使用心得,15235,1116
天啊！！機車又發不動？來檢查一下機車發不動的原因！超簡單趕快學起來～,50808,1038
[手遊][天堂M]攻擊力命中爆擊、防禦AC魔法防禦MR計算,11955,6006
{重型}機車分級及牌照稅/燃料稅簡介,13056,566
你可能不知道的iOS裝置音量大小問題,91304,899
【手機遊戲遊玩心得】MLB 9局職棒18 新手教學、遊玩技巧，讓您無課金(不花錢儲值)亦可達到戰力95不輸課金玩家。,15967,738
戀與製作人 下載方式與遊戲心得分享 (微雷),10716,3755
[Win10] 更新Windows10後 筆電觸控板失靈解決方式 (Asus),194800,734
Android安卓手機版GBA[gameboid2.4.7]模擬器教學-各種檔案下載,0,650
SJCAM SJ4000/SJ5000 低價機車行車紀錄器之小開箱文暨簡單購買指南,22536,7654
日本大阪．「日本橋」動漫街－滿足動漫迷的大阪秋葉原地帶,48746,2643
綠繡眼育雛&成長記錄,14193,1891
如何從捷運台北車站走到台北地下街電玩模型玩具區,201829,915
【攻略】手遊《古董旅店》鋼琴、數獨、地圖等重要謎題,61628,3273
設計家電---正負零±0電風扇評價，輕機型Z710入荷，優缺點實話實說,10422,2856
遇到 Windows無法安裝至此磁碟 如何解決呢?只要將gpt 轉 mbr即可,115596,735
2018日月潭金針花季(頭社活盆地)》全台唯一的水上金針花 也是全台少有的活盆地金針花 划著手搖船近距離欣賞金針花 還有那獨特的水社柳隧道【艾倫的玩拍札記@旅人狂潮】,23604,1466
[攻略]我做夫人的那些年@牛排三分熟,5704,3021
★汽車壓縮機可用修的哦..不須換整顆哦!,30144,785
汽車駕駛排檔小常識,144604,2917
“十個殺手級的面試問題與答覆”,158333,2717
如何買Gogoro?推薦人?如何申請補助?,15943,4254
【小分享】教你如何讓電腦與手機互相利用上網,232628,840
Adobe cs6  簡易破解  繁中版,1034525,1259
OPPO R9 Plus 桌面時鐘誤刪~快速喚回~網購時代來臨~即時客服專業更出眾,33435,279
[烤箱]Panasonic NB-H3200 ▎CP值高，我有一種相見恨晚的淡淡哀傷⋯⋯,89133,2434
MegaDownloader－破解Mega下載時的流量限制 (2018.04 更新),806145,3209
用手機輕鬆報稅的APP,19728,3040
駕照過期？ 怎麼沒收到監理站換發通知？,49913,823
如何加入好友或延長好友期限6/11止,7221,404
單眼 石菩薩 金剛經 獨眼小僧 哪裡打最多? 懸賞封印一覽表陰陽師攻略,64364,1933
全台有獨立泳池的汽車旅館彙整,90117,3551
EXP ASSET 英國代操盤外匯虛擬幣——2018最新最穩最簡單的小額投資,2475,1549
隨身碟資料夾被隱藏--修復辦法,134152,751
4個超好賺遊戲點數的手機APP！,159071,1777
【NEW! 2018】超好聽婚禮音樂推薦(迎賓.進場.用餐.送客) 超人氣婚禮歌曲,8348,2585
已有汽車駕照如要考機車駕照.需要體檢和筆試..還是可以直接路考呢?,33506,2455
[轉貼] TOYOTA 的保養，給Toyota車主的建議！,76850,2637
可連線，但網頁打不開,124155,901
Windows 7 重灌教學 ,168651,974
各種水銀電池、乾電池的編號與規格,35114,2057
【3C開箱文】全新改版 終極更新 CASIO TR80 開箱文❤️購買群光公司貨 請洽臉書“許智傑”內文有聯絡方式 #最終回,114739,4625
"現代書信結構(開頭,結尾,...) - 電子郵件(email)禮儀",48064,5445
遠端軟體TeamViewer 被封鎖了怎麼辦?,5919,1983
